cleaned_posts,pred_sentiment,pred_sentiment_score,state,city,tests,devices,avg_d_mbps,avg_u_mbps,avg_lat_ms,clusters,cluster_category,date_col
Astro in Sepang is really holding up well today Havent had a single issue with the speed or stability,positive,0.982566237,Selangor,Sepang,15227,7831,22.477149384885763,10.156448154657294,32.618629173989454,0.0,good speed / reliable connection,13/3/2024
Maxis in Kuala Lumpur is super smooth today Havent  had this good of a connection in a while,positive,0.9895483255386353,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,0.0,good speed / reliable connection,10/3/2024
Unifi in Seremban is fast and stable Loving how well everythings working today,positive,0.9921906590461732,Negeri Sembilan,Seremban,30906,13235,22.235787512588114,9.447632426988925,31.74219536757301,1.0,slow speed,5/3/2024
TIME in Klang has been running smoothly all day Havent expe rienced any issues so far,positive,0.9123148322105408,Selangor,Klang,34423,14152,21.14195338512764,9.981673696,27.705882352941178,0.0,good speed / reliable connection,6/3/2024
TIME in Kuala Lumpur is really solid today Havent had any issues with the speed or stability,positive,0.9749886989593506,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,0.0,good speed / reliable connection,5/3/2024
TIME in Sepang is fast and stable Havent had this good of a connection in a while,positive,0.987173319,Selangor,Sepang,15227,7831,22.477149384885763,10.156448154657294,32.618629173989454,0.0,good speed / reliable connection,11/3/2024
Maxis in Klang is running so well today Fast speeds no interruptions really pleased,positive,0.9871029257774352,Selangor,Klang,34423,14152,21.14195338512764,9.981673696,27.705882352941178,0.0,good speed / reliable connection,5/3/2024
Astro in Putrajaya is giving me excellent speeds today Streaming and browsing with no interruptions,positive,0.9877939224243164,Putrajaya,Putrajaya,6111,3159,22.934863247863248,10.64131623931624,27.623931623931625,0.0,good speed / reliable connection,9/3/2024
Unifi in Seremban is running flawlessly today Fast speeds no lag just perfect,positive,0.9900701642036438,Negeri Sembilan,Seremban,30906,13235,22.235787512588114,9.447632426988925,31.74219536757301,1.0,slow speed,11/3/2024
Astro in Sepang is super reliable today Everythings loading fast and smoot hly really impressed,positive,0.9917215704917908,Selangor,Sepang,15227,7831,22.477149384885763,10.156448154657294,32.618629173989454,0.0,good speed / reliable connection,13/3/2024
Astro in Klang has been excellent all day Everythings loading super fast no issues whatsoever,positive,0.9872122406959534,Selangor,Klang,34423,14152,21.14195338512764,9.981673696,27.705882352941178,0.0,good speed / reliable connection,8/3/2024
Unifi in Putrajaya is performing perfectly today Everythings just working as it should very pleased,positive,0.9914700388908386,Putrajaya,Putrajaya,6111,3159,22.934863247863248,10.64131623931624,27.623931623931625,1.0,slow speed,8/3/2024
Maxis in Kuala Lumpur is surprisingly fast today Pages are loading in seconds Im really happy with the service,positive,0.9917022585868835,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,0.0,good speed / reliable connection,13/3/2024
Unifi in Klang is running so smoothly today No interruptions no buffering just a great experience,positive,0.9922205805778505,Selangor,Klang,34423,14152,21.14195338512764,9.981673696,27.705882352941178,1.0,slow speed,8/3/2024
Unifi in Sepang is performing flawlessly today Fast speeds no buffering really i mpressed with the service,positive,0.990160346,Selangor,Sepang,15227,7831,22.477149384885763,10.156448154657294,32.618629173989454,0.0,good speed / reliable connection,8/3/2024
Astro in Sepang is giving me excellent speeds today Havent experienced a single issue all day,positive,0.9860593676567078,Selangor,Sepang,15227,7831,22.477149384885763,10.156448154657294,32.618629173989454,0.0,good speed / reliable connection,11/3/2024
TIME in Kuala Lumpur is impressively fast today Everythings loading in seconds really pleased,positive,0.9906262159347534,Kuala Lumpur,Kuala Lumpur,96773,45181,25.112724569640065,13.338780907668232,25.61032863849765,0.0,good speed / reliable connection,9/3/2024
Maxis in Seremban is running super well today Havent had any issues just fast and reliable connection,positive,0.988255739212036,Negeri Sembilan,Seremban,30906,13235,22.235787512588114,9.447632426988925,31.74219536757301,0.0,good speed / reliable connection,10/3/2024
Unifi in Klang is surprisingly smooth today No buffering no slowdowns just great speeds all day,positive,0.9896401166915894,Selangor,Klang,34423,14152,21.14195338512764,9.981673696,27.705882352941178,1.0,slow speed,14/3/2024
TIME in Putrajaya is fast and stable today Havent experienced any drops in connection really pleased,positive,0.9656967520713806,Putrajaya,Putrajaya,6111,3159,22.934863247863248,10.64131623931624,27.623931623931625,0.0,good speed / reliable connection,6/3/2024
Is anyone else having issues with Maxis in Mont Kiara My connection has been so slow since thi s morning,negative,0.9417415261268616,Negeri Sembilan,Jempol,3260,1429,21.24235785953177,8.622418060200669,37.91638795986622,2.0,service interruptions,14/3/2024
TM Unifi internet totally down at my place in Subang Jaya When will this be fixed Cant get anything done,negative,0.9776045680046082,Sabah,Kota Kinabalu,14845,5905,23.29662153846154,13.019806153846153,44.104615384615386,1.0,slow speed,13/3/2024
TIME why is my internet so unstable in Petaling Jaya Its been on and off all day,negative,0.9686057567596436,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,2.0,service interruptions,10/3/2024
Astro the network at Desa ParkCity is super slow Cant even load a webpage properly Whats going on,negative,0.9758593440055848,Terengganu,Besut,3626,1559,16.929734335839598,7.675934837092732,44.88721804511278,2.0,service interruptions,9/3/2024
Maxis my WiFi connection is super unstable here in Bangsar Please help Its been like this for hours,negative,0.963250995,Johor,Batu Pahat,16965,7459,18.296464864864863,8.743993693693694,39.54774774774775,2.0,service interruptions,6/3/2024
TM Unifi is down again in SS  Why does this keep happening every week,negative,0.9755638241767884,Perak,Kerian,4272,1975,16.94643917525773,7.803564948453608,36.457731958762885,1.0,slow speed,10/3/2024
TIME whats wrong with the internet in Setia Alam Its practically unstable si nce last night,negative,0.9718236923217772,Sabah,Kota Belud,779,330,22.283011976047906,11.869215568862275,46.89221556886228,2.0,service interruptions,8/3/2024
Astro the connection in Bukit Jalil is  horrible today Cant even join my Zoom meetings without getting disconnected,negative,0.9815511703491212,Sabah,Beluran,571,201,17.09766037735849,7.247839622641509,69.29245283018868,2.0,service interruptions,11/3/2024
Maxis  anyone having issues with their WiFi in Shah Alam My connection has been lagging for hours,negative,0.9421341419219972,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,6/3/2024
TM my Unifi connection is super slow in Puchong Can you please get someone to check  on this,negative,0.9270976781845092,Johor,Keluang,10394,4460,21.0972963,9.855583333333334,37.36666666666667,1.0,slow speed,12/3/2024
TIME why is the internet down in Ampang Been without connection since this morning Not happy,negative,0.9812790155410768,Sarawak,Asajaya,186,72,31.830625,10.19446875,104.1875,2.0,service interruptions,7/3/2024
Maxis why is the interne t in Damansara Heights crawling Its impossible to work like this,negative,0.9713461995124816,Sarawak,Daro,358,110,22.110275,12.185,60.65,2.0,service interruptions,10/3/2024
TM Unifi  internet outage in Cyberjaya again Third time this week Whats going on,negative,0.9593639969825744,Sarawak,Bintulu,4652,1775,24.14855087719298,11.424894736842104,49.81403509,1.0,slow speed,6/3/2024
TIME the signal in Kajang has been so weak My WiFi barely works Can someone assist,negative,0.9724162220954896,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,2.0,service interruptions,6/3/2024
Maxis internet went down at my office in Mid Valley leaving my    mbps to   mbps restarting it literally killed it and have no connection at all Fix it maxis,negative,0.9801479578018188,Kelantan,Jeli,875,366,20.358422413793104,6.721517241379311,40.87931034482759,2.0,service interruptions,13/3/2024
TIME internet down at Kajang Of all times why now,negative,0.9584125280380248,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,2.0,service interruptions,9/3/2024
Is anyone else experiencing intermittent connection with Maxis in Bangi Just wondering if its an areawide issue,neutral,0.6360952854156494,Perak,Batang Padang,5896,2852,21.19491272727273,9.928650909090909,38.04545454545455,2.0,service interruptions,12/3/2024
Noticed that TM Unifi has been a bit slower than usual in Rawang Could it be due to maintenance work,negative,0.5514113903045654,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,1.0,slow speed,11/3/2024
Anyone havi ng slower internet speeds  with Astro in Bukit Jalil Not a big issue but its noticeable,negative,0.5765278935432434,Sabah,Beluran,571,201,17.09766037735849,7.247839622641509,69.29245283018868,2.0,service interruptions,11/3/2024
Maxis WiFi seems a bit slower today in KL Sentral Anyone else seeing this or is it just me,negative,0.8403982520103455,Perak,Hulu Perak,2098,888,19.873746887966806,8.418900415,56.99585062240664,2.0,service interruptions,11/3/2024
Is TIME internet a bit slow today in Ipoh or is it just my connection acting up,negative,0.9101765751838684,Perak,Hilir Perak,5808,2143,20.41484827586207,8.209087356,35.41609195402299,2.0,service interruptions,12/3/2024
Does anyone kn ow if theres any planned maintenance for Astro in OUG Connection seems a bit off,negative,0.5548645853996277,Sarawak,Julau,17,12,17.694499999999998,5.94775,44.0,2.0,service interruptions,8/3/2024
Maxis WiFi feels a bit unstable in Alor Setar Is anyone else noticing this,negative,0.8866679072380066,Melaka,Alor Gajah,7653,3278,19.58020069204152,9.412140138408304,36.22664359861592,2.0,service interruptions,13/3/2024
TM Unifi connec tion in Subang Jaya has been slightly slower than usual for the past few days Any updates,negative,0.8737789392471313,Sabah,Kota Kinabalu,14845,5905,23.29662153846154,13.019806153846153,44.104615384615386,1.0,slow speed,14/3/2024
Is the TIME  network in Rawang being worked on Noticing some small issues with spee d since  am,neutral,0.5022944211959839,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,2.0,service interruptions,13/3/2024
Has Astro been slower than usual in Sungai Petani today Not sure if its an outage or just a dip in speed,negative,0.7307143211364746,Kedah,Kota Setar,13215,5922,16.8734707,10.0094043,34.625,2.0,service interruptions,7/3/2024
Anyone else experiencing slower speeds on Maxis in Bandar Utama Could it be a temporary issue,neutral,0.5867733955383301,Pulau Pinang,Barat Daya,11453,4669,19.23851269035533,10.603116751269036,32.51269035532995,2.0,service interruptions,13/3/2024
Just checking if Astro users in Shah Alam are facing slower internet speeds Mines a bit laggy but not down,neutral,0.9205170273780824,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,8/3/2024
Is anyone having slight connection issues with Maxis in Subang Jaya Im hoping its just a temporary thing,neutral,0.6139943599700928,Sabah,Kota Kinabalu,14845,5905,23.29662153846154,13.019806153846153,44.104615384615386,2.0,service interruptions,14/3/2024
Astro internet down at Location Its already been   days,negative,0.9466668367385864,Sabah,Kinabatangan,440,179,20.41728947368421,9.511482456140351,63.63157894736842,2.0,service interruptions,10/3/2024
Astro pleaseee my internet has been down in Location for   days alreadyy get it fixeddd,negative,0.9352179765701294,Sabah,Keningau,2033,890,19.27162447257384,8.679578059,46.66666666666666,2.0,service interruptions,11/3/2024
TM Unifi in George Town is working but the speed feels a bit off Not sure if its just me,negative,0.7012147903442383,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,1.0,slow speed,14/3/2024
TIME connection in Kangar is slower than usual today Could be maintenance,negative,0.9408600926399232,Terengganu,Hulu Terengganu,1407,667,18.73425475285171,7.359460076045627,54.48669201520912,2.0,service interruptions,14/3/2024
Astro speeds in Petaling Jaya arent as fast as normal Anyone else experiencing th is,negative,0.8299882411956787,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,0.0,good speed / reliable connection,6/3/2024
Maxis WiFi seems to be lagging slightly in Buki t Bintang Not a big issu e but noticeable,negative,0.9218031764030457,Sarawak,Belaga,121,45,29.87525,9.3026,86.35,2.0,service interruptions,14/3/2024
Astro connection in Nilai seems slightly off today Wonder if its a network issue,negative,0.84313488,Johor,Johor Baharu,71686,31791,21.955377952755907,11.419079455977094,34.40157480314961,2.0,service interruptions,11/3/2024
Is anyone experiencing slower speeds with Maxis in Shah Alam Its noticeable but still usable,neutral,0.8472460508346558,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,6/3/2024
TM Unifi  in Butterworth is a bit slower than normal today Wonder if theres maintenance going on,negative,0.8839051127433777,Pahang,Bera,2177,888,21.710256637168143,9.957756637168142,39.743362831858406,1.0,slow speed,13/3/2024
TIME connection i n Rawang seems slower than usual Not sure if its an outage or just my connection,negative,0.9346904158592224,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,2.0,service interruptions,6/3/2024
Maxis connection in Cyberjaya is fluctuating a bit today Anyone else,neutral,0.5032424926757812,Sarawak,Bintulu,4652,1775,24.14855087719298,11.424894736842104,49.81403509,2.0,service interruptions,12/3/2024
TIME connection in Batu Caves has been slower today Could be maintenance or just congestion,negative,0.9367306232452391,Sarawak,Bau,871,313,22.94563281,8.16865625,68.53125,2.0,service interruptions,14/3/2024
Astro connection in Selayang is stable but the speed seems lower th an usual today,neutral,0.7688734531402588,Perak,Kinta,44891,18803,21.17001338912134,10.115205857740586,33.151464435146444,2.0,service interruptions,8/3/2024
Anyone else having slight lag with Maxis in Kajang Wondering if its a temporary dip in speeds,neutral,0.6414318680763245,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,2.0,service interruptions,9/3/2024
TM Unifi speeds in Ampang isnt as fast as normal today Anyone else experiencing this,negative,0.9329582452774048,Sarawak,Asajaya,186,72,31.830625,10.19446875,104.1875,1.0,slow speed,8/3/2024
Maxis connection in Puchong seems slower today Its not down but the speed is definitely reduced,negative,0.9457460045814514,Johor,Keluang,10394,4460,21.0972963,9.855583333333334,37.36666666666667,2.0,service interruptions,12/3/2024
TM Unifi in Bandar Sunway is working fine but the speeds are lower than normal,neutral,0.739636242,Kedah,Bandar Baharu,793,321,18.78909900990099,8.060277227722771,37.693069306930695,1.0,slow speed,7/3/2024
Astro connection in Jitra is slower than usual today Could be temporary,negative,0.9211950898170472,Selangor,Hulu Langat,46469,19849,21.70080997624703,10.443912114014251,29.350356294536816,2.0,service interruptions,8/3/2024
Maxis WiFi in Sungai Buloh feels slightly off today Anyone else,negative,0.8807572722434998,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,2.0,service interruptions,10/3/2024
TM Unifi in Balik Pulau has been slower than normal today Nothing major but noticeable,negative,0.7772637605667114,Kedah,Baling,3181,1231,16.4608,8.638671232876712,37.59726027,1.0,slow speed,7/3/2024
TIME connection in Serdang is slower today anyone el se noticing this,negative,0.9616655111312866,Selangor,Klang,34423,14152,21.14195338512764,9.981673696,27.705882352941178,2.0,service interruptions,5/3/2024
Astro internet in Bukit Mertajam seems slightly slower than normal today,negative,0.9095304012298584,Pahang,Bentong,4333,2078,23.996451612903225,10.720945161290322,37.05806451612903,2.0,service interruptions,6/3/2024
Anyone else seeing a slight dip in Maxis speeds in Kepala Batas,neutral,0.748807967,Melaka,Jasin,5367,2164,19.129954853273137,9.216090293453725,35.51015801354402,2.0,service interruptions,13/3/2024
TM Unifi in Bayan Lepas is working but the connection  feels a bit slower today,negative,0.586384654,Sabah,Beaufort,1446,592,23.916090361445782,10.127240963855424,49.80120481927711,1.0,slow speed,6/3/2024
Maxis connection in Kajang is terrible today Cant even stream properly Whats going on,negative,0.9819554686546326,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,2.0,service interruptions,7/3/2024
Astro connection in George Town is so bad today It keeps disconnecting every few minutes,negative,0.9810645580291748,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,2.0,service interruptions,14/3/2024
Maxis WiF i in Shah Alam is practically unusable today Im so frustrate d with this service,negative,0.9827202558517456,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,13/3/2024
TM Unifi in Petaling Jaya has been down all morning Why is this happening again,negative,0.9751827716827391,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,1.0,slow speed,9/3/2024
TIME internet in Kangar is painfully slow today Cant even load a webpage properly,negative,0.9800602197647096,Terengganu,Hulu Terengganu,1407,667,18.73425475285171,7.359460076045627,54.48669201520912,2.0,service interruptions,9/3/2024
Astro connection in Nilai is so  unstable today I keep getting kicked off my Zoom calls,negative,0.9746147990226746,Johor,Johor Baharu,71686,31791,21.955377952755907,11.419079455977094,34.40157480314961,2.0,service interruptions,7/3/2024
Maxis connection in Butterworth is so bad Cant even send a simple email,negative,0.9817041754722596,Pahang,Bera,2177,888,21.710256637168143,9.957756637168142,39.743362831858406,2.0,service interruptions,11/3/2024
TM Unifi in Rawang has been down all day What is going on with the service,negative,0.962017298,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,1.0,slow speed,11/3/2024
Astro connection in Batu Caves is the worst today Its practically useless,negative,0.982463002,Sarawak,Bau,871,313,22.94563281,8.16865625,68.53125,2.0,service interruptions,5/3/2024
Maxis connection in Cyberjaya has been cutting  out every few minutes So annoying,negative,0.9796874523162842,Sarawak,Bintulu,4652,1775,24.14855087719298,11.424894736842104,49.81403509,2.0,service interruptions,8/3/2024
Astro connection in Selayang is so bad today It keeps discon necting for no reason,negative,0.9813901782035828,Perak,Kinta,44891,18803,21.17001338912134,10.115205857740586,33.151464435146444,2.0,service interruptions,14/3/2024
TM Unifi in Bandar Sunway is driving me crazy It keeps disconnecting every few minutes,negative,0.9712870717048644,Kedah,Bandar Baharu,793,321,18.78909900990099,8.060277227722771,37.693069306930695,1.0,slow speed,13/3/2024
TIME internet in Serdang is crawling today Its impossible to do anything,negative,0.9770976305007936,Selangor,Klang,34423,14152,21.14195338512764,9.981673696,27.705882352941178,2.0,service interruptions,11/3/2024
Astro in Bukit Mertajam is so slow today It feels like the connection is constantly dropping,negative,0.9722541570663452,Pahang,Bentong,4333,2078,23.996451612903225,10.720945161290322,37.05806451612903,2.0,service interruptions,8/3/2024
Maxis in Puchong is terrible today Ive been trying to fix this for hours with no luck,negative,0.9803951382637024,Johor,Keluang,10394,4460,21.0972963,9.855583333333334,37.36666666666667,2.0,service interruptions,8/3/2024
TM Unifi in Kepala Batas is completely down This is so frustrating,negative,0.9798392057418824,Melaka,Jasin,5367,2164,19.129954853273137,9.216090293453725,35.51015801354402,1.0,slow speed,14/3/2024
Astro connection in Sungai Buloh is a joke today Its been cutting out every few  minutes,negative,0.9774627685546876,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,2.0,service interruptions,12/3/2024
Maxis in Jitra is incredibly slow today I cant even load a simple webpage,negative,0.9804975986480712,Selangor,Hulu Langat,46469,19849,21.70080997624703,10.443912114014251,29.350356294536816,2.0,service interruptions,8/3/2024
TM Unifi in Balik Pulau is constantly cutting out Its impossible to work with this,negative,0.97300601,Kedah,Baling,3181,1231,16.4608,8.638671232876712,37.59726027,1.0,slow speed,12/3/2024
TIME internet in Bandar Utama is so unstable today It s been dropping in and out all day,negative,0.9691150784492492,Pulau Pinang,Barat Daya,11453,4669,19.23851269035533,10.603116751269036,32.51269035532995,2.0,service interruptions,13/3/2024
Astro in Chan Sow Lin has been so unreliable today Im fed up with thi s service,negative,0.9812350869178772,Pahang,Cameron Highlands,2329,1216,23.731294642857144,10.441571428571429,54.91964285714285,2.0,service interruptions,5/3/2024
Maxis WiFi in Pasar Seni is supe r fast today Pleasantly surprised,positive,0.8317677974700928,Perak,Kampar,613,261,17.322765432098766,6.714506172839506,38.7037037,0.0,good speed / reliable connection,6/3/2024
Astro speeds in George Town have been excellent lately No complaints here,positive,0.989526629,Selangor,Gombak,24898,10651,22.91330172413793,10.65616551724138,28.286206896551725,0.0,good speed / reliable connection,11/3/2024
Maxis WiFi in Petaling Jaya is much faster than expected today Thanks for the solid connection,positive,0.9899946451187134,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,2.0,service interruptions,6/3/2024
TM Unifi in Shah Alam is surprisingly stable today Great work,positive,0.9888052940368652,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,1.0,slow speed,5/3/2024
TIME in Kangar is working perfectly today I hope i t stays this way,positive,0.9853000044822692,Terengganu,Hulu Terengganu,1407,667,18.73425475285171,7.359460076045627,54.48669201520912,1.0,slow speed,6/3/2024
Astro connection in Nilai has been very reliable lately Keep it up,positive,0.9886109232902528,Johor,Johor Baharu,71686,31791,21.955377952755907,11.419079455977094,34.40157480314961,0.0,good speed / reliable connection,12/3/2024
Maxis in Butterworth has been much more stable this week Very happy with the service,positive,0.9914143681526184,Pahang,Bera,2177,888,21.710256637168143,9.957756637168142,39.743362831858406,0.0,good speed / reliable connection,13/3/2024
TM Unifi in Rawang is performing great today No drops in connection,positive,0.989202320575714,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,1.0,slow speed,7/3/2024
Astro in Batu Caves has be en rock solid lately Loving the fast connection,positive,0.9904679656028748,Sarawak,Bau,871,313,22.94563281,8.16865625,68.53125,0.0,good speed / reliable connection,14/3/2024
Maxis WiFi in Cyberjaya is fast and stable today Good work on the upgrades,positive,0.9892316460609436,Sarawak,Bintulu,4652,1775,24.14855087719298,11.424894736842104,49.81403509,0.0,good speed / reliable connection,10/3/2024
Astro connection in Selayang is fast and reliable lately Im pressed,positive,0.9332150220870972,Perak,Kinta,44891,18803,21.17001338912134,10.115205857740586,33.151464435146444,0.0,good speed / reliable connection,12/3/2024
TM Unifi in Bandar Sunway is delivering topnotch speeds today Keep it up,positive,0.9883566498756408,Kedah,Bandar Baharu,793,321,18.78909900990099,8.060277227722771,37.693069306930695,1.0,slow speed,6/3/2024
TIME internet in Serdang is sur prisingly fast today Thanks for the great service,positive,0.9920638203620912,Selangor,Klang,34423,14152,21.14195338512764,9.981673696,27.705882352941178,0.0,good speed / reliable connection,12/3/2024
Astro in Bukit Mertajam has been reliable  and fast lately No complaints,positive,0.978342593,Pahang,Bentong,4333,2078,23.996451612903225,10.720945161290322,37.05806451612903,0.0,good speed / reliable connection,7/3/2024
Maxis in Puchong has been much better this week The connection is stable,positive,0.9895248413085938,Johor,Keluang,10394,4460,21.0972963,9.855583333333334,37.36666666666667,2.0,service interruptions,7/3/2024
TM Unifi in Kepala Batas is running smoothly today Happy with the speed,positive,0.9886103272438048,Melaka,Jasin,5367,2164,19.129954853273137,9.216090293453725,35.51015801354402,1.0,slow speed,13/3/2024
Astro in Sungai Buloh is wor king great today No issues at all,positive,0.9763442277908324,Sabah,Kota Marudu,713,309,18.95573043478261,9.55908695652174,48.10434782608696,0.0,good speed / reliable connection,14/3/2024
Maxis in Jit ra is surprisingly fast today Much better than last week,positive,0.9898541569709778,Selangor,Hulu Langat,46469,19849,21.70080997624703,10.443912114014251,29.350356294536816,0.0,good speed / reliable connection,11/3/2024
TM Unifi in Balik Pulau has been reliable and fast all day Thanks for the consistency,positive,0.980600655078888,Kedah,Baling,3181,1231,16.4608,8.638671232876712,37.59726027,0.0,good speed / reliable connection,10/3/2024
TIME internet in Bandar Utama is super fast today Thanks for the great service,positive,0.9921151995658876,Pulau Pinang,Barat Daya,11453,4669,19.23851269035533,10.603116751269036,32.51269035532995,0.0,good speed / reliable connection,13/3/2024
Astro in Bukit Bintang is working smoothly  Loving the fast speeds,positive,0.9902233481407166,Sarawak,Belaga,121,45,29.87525,9.3026,86.35,0.0,good speed / reliable connection,11/3/2024
TM Unifi in Butterworth has been great lately Very happy with the speeds,positive,0.9924835562705994,Pahang,Bera,2177,888,21.710256637168143,9.957756637168142,39.743362831858406,1.0,slow speed,14/3/2024
TIME in SS  is performing exceptionally well today No issues,positive,0.9787554740905762,Sabah,Kinabatangan,440,179,20.41728947368421,9.511482456140351,63.63157894736842,2.0,service interruptions,8/3/2024
Astro in Rawang has been fast and reliable all week Keep it up,positive,0.986581802368164,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,0.0,good speed / reliable connection,6/3/2024
Maxis in Pasar Seni has been impressively fast today No lag at all,positive,0.9791714549064636,Perak,Kampar,613,261,17.322765432098766,6.714506172839506,38.7037037,0.0,good speed / reliable connection,9/3/2024
TM Unifi in Damansara Utama is stable and fast today Great job on maintaining th e service,positive,0.9897985458374025,Terengganu,Dungun,4416,1942,22.87381325301205,10.36067469879518,45.647590361445786,1.0,slow speed,14/3/2024
TIME in OUG is working perfectly No complaints from me,positive,0.9875689148902892,Sarawak,Julau,17,12,17.694499999999998,5.94775,44.0,1.0,slow speed,13/3/2024
Astro in Ara Dam ansara  has been providing excellent speeds this past week Really satisfied,positive,0.9912580847740172,Kelantan,Bachok,2182,905,14.221873333333331,6.14499,45.196666666666665,0.0,good speed / reliable connection,11/3/2024
Maxis in Butterworth has been running smoothly No interruptions at all,positive,0.972383677959442,Pahang,Bera,2177,888,21.710256637168143,9.957756637168142,39.743362831858406,0.0,good speed / reliable connection,11/3/2024
TM Unifi in SS  has been fantastic lately Speeds are consistent,positive,0.9905625581741332,Perak,Kerian,4272,1975,16.94643917525773,7.803564948453608,36.457731958762885,1.0,slow speed,8/3/2024
TIME in Chan Sow Lin has been f aster than usual Great work,positive,0.988387406,Pahang,Cameron Highlands,2329,1216,23.731294642857144,10.441571428571429,54.91964285714285,2.0,service interruptions,10/3/2024
Astro in Selayang has been working pe rfectly for the past few days Thanks for the reliable connection,positive,0.982775867,Perak,Kinta,44891,18803,21.17001338912134,10.115205857740586,33.151464435146444,0.0,good speed / reliable connection,11/3/2024
TIME in Masjid Jamek is performing very well Happy with the service,positive,0.9913697242736816,Negeri Sembilan,Jelebu,1135,485,19.26515,8.423435714285715,42.96428571428572,0.0,good speed / reliable connection,13/3/2024
Astro in Petaling Jaya has been consistent and reliable lately Keep it up,positive,0.981192111968994,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,0.0,good speed / reliable connection,8/3/2024
Maxis in Selayang is working perfectly today Thanks for the great service,positive,0.9922499656677246,Perak,Kinta,44891,18803,21.17001338912134,10.115205857740586,33.151464435146444,0.0,good speed / reliable connection,5/3/2024
TM Unifi in Butterworth is surprisingly fast today Keep up the good work,positive,0.9906022548675536,Pahang,Bera,2177,888,21.710256637168143,9.957756637168142,39.743362831858406,1.0,slow speed,8/3/2024
TIME in Pasar Seni has been great this week Really happy with the connection,positive,0.992929756641388,Perak,Kampar,613,261,17.322765432098766,6.714506172839506,38.7037037,0.0,good speed / reliable connection,8/3/2024
TM Unifi in Kajang is working perfectly No issu es at all,positive,0.950265646,Selangor,Hulu Selangor,7881,3376,20.127925155925155,8.654715176715175,29.706860706860702,1.0,slow speed,5/3/2024
Hmm Unifi in Sunway feels a little  slow but nothing too serious Still usable though,neutral,0.8722787499427795,Johor,Kota Tinggi,8978,3616,21.67672508,11.256625377643504,37.842900302114806,2.0,service interruptions,12/3/2024
Maxis in Petaling Jaya is working b ut theres definitely some lag Anyone else feeling this,neutral,0.8739393353462219,Sarawak,Kapit,619,240,15.448368421052631,6.931105263157895,68.42105263157895,2.0,service interruptions,7/3/2024
Unifi connection in Penang is slower than normal today but I can still get th ings done Anyone else,neutral,0.5606964230537415,Sarawak,Kanowit,233,83,17.359914285714286,10.544885714285714,59.65714285714286,1.0,slow speed,7/3/2024
TIME in Shah Alam is stable but the speed isnt what it used to be No biggie I guess,neutral,0.7123876810073853,Kelantan,Kota Bharu,17343,7699,17.67919944979367,8.408158184,42.47592847317744,2.0,service interruptions,5/3/2024
Astro in Rawang has been a bit sluggish today Wondering if its just me or everyone else too,negative,0.8264827132225037,Terengganu,Kemaman,5853,2738,20.731224175824178,8.913195604395604,39.61538461538461,2.0,service interruptions,12/3/2024
Maxis in Cyberjaya feels a little slow but not slow enough to be a problem Probably temporary,negative,0.8837205767631531,Sarawak,Bintulu,4652,1775,24.14855087719298,11.424894736842104,49.81403509,2.0,service interruptions,12/3/2024
