row_id,user_post,state,city,provider,pred_sentiment,cluster_category,d_mbps,u_mbps,lat_ms,created_dt,tests,devices,sentiment_score
396,"Iâ€™m paying too much for Maxis in Daro, especially given the quality of service provided.",Sarawak,Daro,Maxis,Negative,Price,22.85,12.94,54.69,29/2/2024,5,1,0.95
397,"Maxis in Daro keeps disconnecting, making it hard to get anything done.",Sarawak,Daro,Maxis,Negative,Speed,19.26,11.56,55.21,2/3/2024,3,2,0.98
398,TIME in Daro charges too much for what they offer. Not worth the money.,Sarawak,Daro,TIME,Negative,Price,24.26,11.18,69.6,6/3/2024,4,4,0.98
399,Speed with Astro in Daro is way below what I expected. Itâ€™s so slow at TIMEs.,Sarawak,Daro,Astro,Negative,Speed,21.42,12.47,56.56,14/3/2024,29,10,0.95
400,Happy with the price from Astro in Daro. Itâ€™s affordable for what I need.,Sarawak,Daro,Astro,Positive,Price,19.82,10.94,51.74,23/2/2024,7,3,0.99
401,"""Astro's internet cuts out during important classes; it's very inconvenient.""",Sarawak,Daro,Astro,Negative,Coverage,20.09,11.24,64.74,10/1/2024,16,5,0.97
402,"""Astro's internet quality has deteriorated; itâ€™s frustrating during lectures.""",Sarawak,Daro,Astro,Negative,Coverage,24.54,13.24,55.8,18/1/2024,1,1,0.98
403,"""Maxis has a good network; my students can always join the lectures without issues.""",Sarawak,Daro,Maxis,Positive,Coverage,21.81,12.36,69.6,6/2/2024,26,4,0.99
404,"""Astro's frequent outages are a significant issue for us; it affects our client relations.""",Sarawak,Daro,Astro,Negative,Coverage,20.1,12.92,57.39,29/3/2024,45,3,0.95
405,"""TIME provides exceptional service; we have no complaints regarding their internet.""",Sarawak,Daro,TIME,Positive,Coverage,20.81,12.25,56.23,1/1/2024,36,2,0.99
406,"""Maxis has excellent coverage even in rural areas; it helps our field teams stay connected.""",Sarawak,Daro,Maxis,Positive,Coverage,24.73,10.89,67.25,17/3/2024,1,1,0.99
407,"""Unifi's unreliable connection in Daro affects our business communications significantly.""",Sarawak,Daro,Unifi,Negative,Coverage,22.22,11.52,51.25,22/3/2024,10,5,0.96
408,"""Astro's customer support in Daro is unhelpful; they never resolve my issues promptly.""",Sarawak,Daro,Astro,Negative,Customer Service,22.47,11.04,70.12,11/2/2024,3,2,0.98
409,"""The customer service from Astro in Daro is lacking; I often struggle to get help.""",Sarawak,Daro,Astro,Negative,Customer Service,19.52,13.33,54.64,16/2/2024,2,1,0.98
410,"Maxis, why is the internet in Daro crawling? It's impossible to work like this.",Sarawak,Daro,Maxis,Negative,Coverage,23.19,13.35,65.03,3/2/2024,29,11,0.97
411,Not impressed with Unifi in Dungun. Itâ€™s just too costly for what Iâ€™m getting.,Terengganu,Dungun,Unifi,Negative,Price,24.26,12.73,63.63,11/1/2024,561,312,0.98
412,"Honestly, Maxis in Dungun gives good service at a reasonable price. No complaints!",Terengganu,Dungun,Maxis,Positive,Price,24.36,7.72,39.26,19/1/2024,158,117,0.99
413,"Fairly priced, TIME in Dungun offers good service for what Iâ€™m paying.",Terengganu,Dungun,TIME,Positive,Price,23.88,12.88,43.4,19/2/2024,205,72,0.97
414,"Tried Astro in Dungun hoping for good value, but the cost outweighs any benefit.",Terengganu,Dungun,Astro,Negative,Price,21.15,8.02,41.45,6/2/2024,180,106,0.91
415,TIME in Dungun charges premium rates but doesnâ€™t deliver a premium service.,Terengganu,Dungun,TIME,Negative,Price,23.18,12.69,67.21,24/1/2024,317,64,0.94
416,The internet speed with Unifi in Dungun has been great. Works well for me.,Terengganu,Dungun,Unifi,Positive,Speed,25.12,7.7,22.33,21/2/2024,230,79,0.99
417,Maxis in Dungun has surprisingly good speeds. Satisfied so far!,Terengganu,Dungun,Maxis,Positive,Speed,21.61,10.33,60.47,30/1/2024,163,109,0.99
418,"Astro in Dungun delivers a consistent speed, though it doesnâ€™t exceed expectations.",Terengganu,Dungun,Astro,Positive,Speed,25.24,11.11,21.83,4/3/2024,161,51,0.55
419,Astro in Dungun provides consistent speeds that I can rely on. Very satisfied.,Terengganu,Dungun,Astro,Positive,Speed,22.3,10.56,39.37,3/1/2024,332,60,0.99
420,Unifi in Dungun charges premium rates but doesnâ€™t deliver a premium service.,Terengganu,Dungun,Unifi,Negative,Price,24.71,10.01,29.54,22/3/2024,311,151,0.93
421,"""Unifi is overpriced for the slow speeds we experience; I expect better service.""",Terengganu,Dungun,Unifi,Negative,Coverage,21.94,13.25,69.4,26/2/2024,143,104,0.97
422,"""Astro's internet drops during critical calls; itâ€™s a huge inconvenience for our operations.""",Terengganu,Dungun,Astro,Negative,Coverage,21.63,10.95,60.86,11/1/2024,303,241,0.98
423,"""Astro's customer service in Dungun is hard to reach; I often get delayed responses when I need help.""",Terengganu,Dungun,Astro,Negative,Customer Service,22.75,9.97,42.58,5/2/2024,243,102,0.97
424,"""Astro's slow customer service response in Dungun leads to frustration; we need TIMEly assistance.""",Terengganu,Dungun,Astro,Negative,Customer Service,20.74,10.2,33.79,28/1/2024,332,104,0.97
425,"""Astro in Dungun is so unhelpful; every TIME I call, itâ€™s like no one is listening!""",Terengganu,Dungun,Astro,Negative,Customer Service,22.79,12.09,62.17,29/2/2024,324,115,0.98
426,TM Unifi in Dungun is stable and fast today. Great job on maintaining the service!,Terengganu,Dungun,Unifi,Positive,Multiple category,20.26,5.59,33.11,12/3/2024,453,155,0.99
427,"Iâ€™m paying too much for Unifi in Gombak, especially given the quality of service provided.",Selangor,Gombak,Unifi,Negative,Price,23.42,11.31,18.45,6/1/2024,750,308,0.92
428,"Honestly, TIME in Gombak is way overpriced. I could get better service elsewhere.",Selangor,Gombak,TIME,Negative,Price,23.6,8.75,42.83,26/1/2024,910,408,0.97
429,Iâ€™ve had no speed issues with Astro in Gombak. Works like a charm.,Selangor,Gombak,Astro,Positive,Speed,20.62,8.66,32.29,9/3/2024,541,281,0.96
430,TIME in Gombak charges premium rates but doesnâ€™t deliver a premium service.,Selangor,Gombak,TIME,Negative,Price,22.01,11.14,33.23,24/1/2024,711,364,0.93
431,The connection speed with Maxis in Gombak has been solid. Happy with it!,Selangor,Gombak,Maxis,Positive,Speed,21.36,8.51,27.53,22/1/2024,244,98,0.99
432,I expected better speeds from Unifi in Gombak. Itâ€™s too slow for what I need.,Selangor,Gombak,Unifi,Negative,Speed,22.71,9.91,38.93,20/3/2024,394,92,0.97
433,Iâ€™ve had a reliable experience with the speed of Maxis in Gombak; it gets the job done.,Selangor,Gombak,Maxis,Positive,Speed,24.85,11.05,40.64,4/3/2024,283,210,0.99
434,"Astro in Gombak has raised prices, but the service quality hasnâ€™t improved. Feels like a rip-off.",Selangor,Gombak,Astro,Negative,Price,21.5,12.16,43.24,12/1/2024,837,476,0.98
435,"For the cost, TIME in Gombak is definitely worth it. Good value!",Selangor,Gombak,TIME,Positive,Price,23.01,11.67,31.04,14/2/2024,912,460,0.97
436,"""Maxis has great internet speed; my online lectures run without interruptions.""",Selangor,Gombak,Maxis,Positive,Coverage,22.69,12.53,17.92,3/3/2024,545,531,0.99
437,"""Maxis provides reliable coverage; our team can collaborate effectively online.""",Selangor,Gombak,Maxis,Positive,Coverage,21.97,9.6,22.46,20/2/2024,921,448,0.96
438,"""Maxis has been dependable; we can run our business smoothly without disruptions.""",Selangor,Gombak,Maxis,Positive,Coverage,24.96,9.33,25.73,22/3/2024,451,142,0.99
439,"""Unifi's slow speeds affect our ability to download important files; itâ€™s a significant drawback.""",Selangor,Gombak,Unifi,Negative,Coverage,22.9,13.28,15.04,6/2/2024,871,305,0.97
440,"""Astro's customer support in Gombak is unresponsive; they take too long to address my issues.""",Selangor,Gombak,Astro,Negative,Customer Service,21.31,11.51,32.74,27/3/2024,2145,528,0.98
441,"""Astro's service in Gombak is a joke; I can't get through to anyone for help!""",Selangor,Gombak,Astro,Negative,Customer Service,20.78,10.23,35.93,19/2/2024,1249,434,0.98
442,TIME in Gombak seems to be slightly slower than usual. Is there some maintenance going on?,Selangor,Gombak,TIME,Negative,Speed,24.23,13.39,30.43,25/3/2024,812,321,0.87
443,TM Unifi in Gombak is completely down. No updates from customer support either!,Selangor,Gombak,Unifi,Negative,Customer Service,21.12,11.8,30.99,4/3/2024,245,119,0.97
444,TM Unifi in Gombak is running smoothly with no interruptions. Great job!,Selangor,Gombak,Unifi,Positive,Speed & Coverage,25.08,9.53,38.49,8/2/2024,366,235,0.99
445,"TIME in Gombak is okay, but I feel like the speeds are lower than normal.",Selangor,Gombak,TIME,Negative,Speed,23.98,10.31,33.85,16/2/2024,851,354,0.63
446,Unifi in Gombak is acting up again. I can't believe we pay for this kind of service.,Selangor,Gombak,Unifi,Negative,Price & Customer Service,22.92,10.55,36.36,16/3/2024,379,53,0.98
447,TIME in Gombak is super slow. This is just unacceptable.,Selangor,Gombak,TIME,Negative,Speed,24.62,11.21,23.9,19/2/2024,398,170,0.98
448,Astro in Gombak has been excellent. Super fast and reliable.,Selangor,Gombak,Astro,Positive,Speed,20.84,12.22,20.87,7/2/2024,315,177,0.99
449,Astro in Gombak has been super fast all day. Really impressed with the service!,Selangor,Gombak,Astro,Positive,Speed,24.93,12.01,15.61,25/2/2024,612,302,0.99
450,"TM Unifi in Gombak is working, but the speed feels a bit off. Not sure if it's just me.",Selangor,Gombak,Unifi,Negative,Coverage,21.8,9.41,39.64,15/1/2024,271,106,0.67
451,Astro connection in Gombak is so bad today. It keeps disconnecting every few minutes.,Selangor,Gombak,Astro,Negative,Coverage,23.81,9.07,20.48,27/2/2024,335,188,0.98
452,Astro speeds in Gombak have been excellent lately. No complaints here!,Selangor,Gombak,Astro,Positive,Speed,23.1,11.32,26.76,23/2/2024,267,152,0.99
453,"Maxis in Gombak is working fine, but I feel like the speed could be a bit better.",Selangor,Gombak,Maxis,Positive,Speed,23.22,13.3,21.92,15/1/2024,388,134,0.92
454,Astro in Gombak keeps disconnecting every 5 minutes. I can't deal with this anymore.,Selangor,Gombak,Astro,Negative,Coverage,24.53,9.08,25.71,25/1/2024,238,123,0.98
455,"Maxis in Gombak is so slow, it's like we're back in the 90s.",Selangor,Gombak,Maxis,Negative,Speed,21.92,8.9,15.05,1/3/2024,421,291,0.96
456,Maxis in Gombak has been excellent lately. Thanks for the consistent service!,Selangor,Gombak,Maxis,Positive,Coverage & Customer Service,23.32,9.2,22.49,10/3/2024,516,339,0.99
457,Unifi in Gombak has been running smoothly all day. No complaints from me!,Selangor,Gombak,Unifi,Positive,Speed,24.43,10.9,21.55,13/2/2024,160,56,0.99
458,"Maxis in Gombak feels a bit off today, but not slow enough to stop me from working. Is anyone else noticing this?",Selangor,Gombak,Maxis,Negative,Coverage,20.99,13.23,24.83,27/2/2024,292,124,0.67
459,"Unifi in Gombak is okay, but the speed seems to drop now and then. Could just be normal traffic.",Selangor,Gombak,Unifi,Neutral,Speed,24.26,8.58,38.53,29/1/2024,120,34,0.85
460,"Astro in Gombak is fine, but I've noticed a slight drop in connection speed. Could just be a busy day.",Selangor,Gombak,Astro,Neutral,Speed & Coverage,22.33,9.54,19.4,10/2/2024,681,520,0.63
461,"Unifi in Gombak is working okay, though the connection speed isn't as fast as it used to be.",Selangor,Gombak,Unifi,Positive,Speed & Coverage,23.17,12.44,29.04,2/3/2024,751,361,0.93
462,TIME in Gombak is painfully slow. I feel like I'm back in the dial-up era!,Selangor,Gombak,TIME,Negative,Speed,24.16,9.94,41.06,7/1/2024,545,231,0.95
463,"Maxis in Gombak is unstable today. Constant drops, I'm beyond frustrated.",Selangor,Gombak,Maxis,Negative,Coverage,21.75,10.22,27.38,8/2/2024,305,120,0.98
464,"Maxis in Gombak is down again. Seriously, how long are we supposed to put up with this?",Selangor,Gombak,Maxis,Negative,Coverage,21.38,8.85,16.35,1/3/2024,272,31,0.98
465,Unifi in Gombak is the worst it's been in ages. What's going on with the connection?,Selangor,Gombak,Unifi,Negative,Coverage,24.88,7.97,39.69,7/1/2024,404,74,0.98
466,"Maxis in Gombak has been fantastic today! Everything's running smoothly, I'm very happy with the service.",Selangor,Gombak,Maxis,Positive,Coverage,24.56,8.08,24.36,6/1/2024,124,41,0.99
467,TIME in Gombak has been super reliable today. My connection hasn't dropped once!,Selangor,Gombak,TIME,Positive,Coverage,22.59,8.68,29.2,1/1/2024,388,52,0.98
468,Astro in Gombak is performing way better than expected. Haven't had any issues all day.,Selangor,Gombak,Astro,Positive,Coverage,24.2,12.88,34.99,5/2/2024,243,34,0.99
469,Unifi in Gombak is surprisingly smooth today. I'm really impressed with the connection.,Selangor,Gombak,Unifi,Positive,Speed & Coverage,23.85,10.88,28.69,14/1/2024,215,22,0.99
470,"Astro in Gombak is surprisingly smooth today. Everything's working so well, no complaints at all!",Selangor,Gombak,Astro,Positive,Speed,21.43,11.78,17.42,23/3/2024,767,360,0.99
471,"TIME in Gombak is running flawlessly today. Speeds are fast, and no buffering at all.",Selangor,Gombak,TIME,Positive,Speed,20.64,12.11,19.69,10/3/2024,395,165,0.98
472,"TIME in Gombak is running so smoothly today. Fast speeds, no buffering, really impressed.",Selangor,Gombak,TIME,Positive,Speed,22.15,13.34,28.61,24/2/2024,1058,277,0.99
473,The internet speed from Astro in Hilir Perak is disappointing. Constantly lags.,Perak,Hilir Perak,Astro,Negative,Speed,18.06,7.47,14.48,3/2/2024,122,83,0.98
474,"Honestly, TIME in Hilir Perak doesnâ€™t live up to the promised speeds. Itâ€™s way too slow.",Perak,Hilir Perak,TIME,Negative,Speed,24.95,6.12,58,5/2/2024,114,82,0.98
475,Maxis in Hilir Perak is worth the cost. Iâ€™m satisfied with the value.,Perak,Hilir Perak,Maxis,Positive,Price,18.75,10.8,58.09,22/3/2024,64,11,0.94
476,Maxis in Hilir Perak is painfully slow during certain TIMEs of the day. Not reliable.,Perak,Hilir Perak,TIME,Negative,Speed,19.9,9.22,23.73,3/1/2024,114,21,0.97
477,The internet speed from Astro in Hilir Perak is disappointing. Constantly lags.,Perak,Hilir Perak,Astro,Negative,Speed,24.8,5.69,41.78,3/2/2024,124,78,0.98
478,I expected better speeds from TIME in Hilir Perak. Itâ€™s too slow for what I need.,Perak,Hilir Perak,TIME,Negative,Speed,16.01,8.31,27.29,18/3/2024,121,93,0.96
479,Happy with the speed from Maxis in Hilir Perak. Great for streaming and browsing.,Perak,Hilir Perak,Maxis,Positive,Speed,22.17,7.11,39.26,21/3/2024,341,150,0.99
480,"For what Iâ€™m paying, Unifi in Hilir Perak should provide better service. The cost is just not right.",Perak,Hilir Perak,Unifi,Negative,Price,19.14,8.31,52.92,28/2/2024,156,94,0.89
481,Really impressed with the speeds from TIME in Hilir Perak. No complaints here.,Perak,Hilir Perak,TIME,Positive,Speed,24.17,10.52,38.1,2/2/2024,143,65,0.99
482,Happy with the price from Astro in Hilir Perak. Itâ€™s affordable for what I need.,Perak,Hilir Perak,Astro,Positive,Price,22.36,5.57,54.07,2/1/2024,451,128,0.99
483,"For what Iâ€™m paying, Astro in Hilir Perak should provide better service. The cost is just not right.",Perak,Hilir Perak,Astro,Negative,Price,17.22,9.89,24.49,11/2/2024,100,68,0.89
484,"Iâ€™m paying too much for Maxis in Hilir Perak, especially given the quality of service provided.",Perak,Hilir Perak,Maxis,Negative,Price,21.24,6.07,23.01,6/2/2024,341,136,0.93
485,Unifi in Hilir Perak is overcharging for mediocre service. Not impressed.,Perak,Hilir Perak,Unifi,Negative,Price,20.12,6.92,50.1,19/2/2024,120,78,0.98
486,Unifi in Hilir Perak is painfully slow during certain TIMEs of the day. Not reliable.,Perak,Hilir Perak,TIME,Negative,Speed,17.18,9.34,46.36,26/3/2024,351,166,0.97
487,"""TIME's network has been reliable; I can conduct webinars without any technical issues.""",Perak,Hilir Perak,TIME,Positive,Coverage,22.69,10.55,15.47,4/2/2024,431,183,0.96
488,"""Unifi's slow service affects our ability to serve clients online.""",Perak,Hilir Perak,Unifi,Negative,Coverage,21.62,9.33,25.48,17/2/2024,106,89,0.96
489,"""Unifi's service interruptions disrupt our workflow; itâ€™s affecting our team's performance.""",Perak,Hilir Perak,Unifi,Negative,Coverage,23.39,8.71,17.77,10/2/2024,512,163,0.97
490,"""Maxis offers reliable internet service in Hilir Perak; we can easily collaborate on projects.""",Perak,Hilir Perak,Maxis,Positive,Coverage,18.49,7.91,14.06,18/1/2024,641,178,0.97
491,"""Unifi's customer support is lacking; I often struggle to resolve issues.""",Perak,Hilir Perak,Unifi,Negative,Customer Service,19.01,9.21,53.9,19/3/2024,103,31,0.98
492,"""Astro's customer service in Hilir Perak is slow to respond; they take too long to help.""",Perak,Hilir Perak,Astro,Negative,Customer Service,20.15,7.3,31.42,3/2/2024,671,146,0.97
493,Is TIME internet a bit slow today in Hilir Perak or is it just my connection acting up?,Perak,Hilir Perak,TIME,Negative,Speed & Coverage,17.21,8.05,34.1,7/1/2024,682,100,0.88
494,"The connection with Astro in Hulu Langat works fine most of the TIME, but there are occasional slowdowns.",Selangor,Hulu Langat,Astro,Neutral,Speed,22.86,11.89,31.67,7/2/2024,3900,1510,0.81
495,"Maxis in Hulu Langat keeps disconnecting, making it hard to get anything done.",Selangor,Hulu Langat,Maxis,Negative,Speed,21.45,10.49,43.66,28/2/2024,865,107,0.97
496,"Astro in Hulu Langat keeps disconnecting, making it hard to get anything done.",Selangor,Hulu Langat,Astro,Negative,Speed,20.06,12.81,13.74,4/3/2024,1152,247,0.97
497,Maxis in Hulu Langat is worth the cost. Iâ€™m satisfied with the value.,Selangor,Hulu Langat,Maxis,Positive,Price,22.57,12.23,30.93,27/3/2024,609,202,0.94
498,"The connection with Unifi in Hulu Langat works fine most of the TIME, but there are occasional slowdowns.",Selangor,Hulu Langat,TIME,Neutral,Speed,24.61,12.39,21.94,21/3/2024,259,60,0.82
499,"Iâ€™d say the connection speed from TIME in Hulu Langat is acceptable, nothing out of the ordinary.",Selangor,Hulu Langat,TIME,Positive,Speed,22.27,12.25,30.59,23/3/2024,614,101,0.9
500,Really impressed with the speeds from Unifi in Hulu Langat. No complaints here.,Selangor,Hulu Langat,Unifi,Positive,Speed,21.74,8.1,31.39,17/2/2024,359,234,0.99
501,"Honestly, Maxis in Hulu Langat gives good service at a reasonable price. No complaints!",Selangor,Hulu Langat,Maxis,Positive,Price,20.83,9.04,37.13,17/3/2024,1212,228,0.99
502,I regret signing up for Maxis in Hulu Langat because itâ€™s too expensive for what they offer.,Selangor,Hulu Langat,Maxis,Negative,Price,19.38,11.26,19.43,19/2/2024,566,227,0.97
503,TIME in Hulu Langat barely works during peak hours. Slow speeds are a big problem.,Selangor,Hulu Langat,TIME,Negative,Speed,24.79,12.18,24.47,18/1/2024,533,135,0.98
504,"Maxis in Hulu Langat provides average speeds, sufficient for my daily use.",Selangor,Hulu Langat,Maxis,Positive,Speed,22.19,9.97,15.18,11/2/2024,814,118,0.77
505,Astro in Hulu Langat is just too pricey. They keep charging more but the service doesnâ€™t improve.,Selangor,Hulu Langat,Astro,Negative,Price,22.47,12.71,45.01,20/3/2024,733,217,0.97
506,"Unifi in Hulu Langat provides average speeds, sufficient for my daily use.",Selangor,Hulu Langat,Unifi,Positive,Speed,20.73,12.91,14.05,8/3/2024,872,66,0.79
507,"TIME in Hulu Langat has expensive rates, but their service doesnâ€™t match up. Very disappointed.",Selangor,Hulu Langat,TIME,Negative,Price,24.15,8.98,23.86,19/1/2024,283,221,0.98
508,Speed with Maxis in Hulu Langat is way below what I expected. Itâ€™s so slow at TIMEs.,Selangor,Hulu Langat,TIME,Negative,Speed,25.06,10.44,34.89,10/1/2024,1029,58,0.97
509,"Fairly priced, Astro in Hulu Langat offers good service for what Iâ€™m paying.",Selangor,Hulu Langat,Astro,Positive,Price,18.92,8.37,39.69,14/1/2024,1196,225,0.97
510,"""TIME has consistently provided good service; my children can learn without distractions.""",Selangor,Hulu Langat,TIME,Positive,Coverage,20.31,9.32,38.87,25/1/2024,1006,350,0.99
511,"""Astro's frequent outages are unacceptable; my students miss out on important lectures.""",Selangor,Hulu Langat,Astro,Negative,Coverage,22.34,8.04,43.14,27/3/2024,345,222,0.98
512,"""Astro's internet connection is unstable; it affects our online customer service operations.""",Selangor,Hulu Langat,Astro,Negative,Coverage,19.75,10.58,32.79,15/1/2024,4125,1200,0.97
513,"""TIMEâ€™s support team is very responsive; they assist with all my questions.""",Selangor,Hulu Langat,TIME,Positive,Customer Service,21.46,7.59,24.72,3/1/2024,7124,4051,0.98
514,"""The customer service from Astro in Hulu Langat is lacking; I often struggle to get help.""",Selangor,Hulu Langat,Astro,Negative,Customer Service,19.08,11.61,36.85,17/2/2024,543,183,0.98
515,"""Astro's service in Hulu Langat is terribly inefficient; I canâ€™t get help when my connection drops!""",Selangor,Hulu Langat,Astro,Negative,Customer Service,23.61,8.14,23.29,12/1/2024,4151,3151,0.98
516,Astro connection in Hulu Langat is slower than usual today. Could be temporary.,Selangor,Hulu Langat,Astro,Negative,Speed & Coverage,18.14,7.46,29.28,6/3/2024,3718,2141,0.91
517,Maxis in Hulu Langat is incredibly slow today. I can't even load a simple webpage!,Selangor,Hulu Langat,Maxis,Negative,Speed,19.26,12.72,39.98,25/2/2024,7519,3412,0.98
518,Maxis in Hulu Langat is surprisingly fast today. Much better than last week.,Selangor,Hulu Langat,Maxis,Positive,Speed,21.11,10.47,17.32,13/3/2024,442,217,0.99
519,"Maxis in Hulu Langat is steady, though the connection feels slightly sluggish today. Anyone else?",Selangor,Hulu Langat,Maxis,Neutral,Coverage,25.13,9.5,19.25,26/1/2024,2500,966,0.86
520,"Maxis in Hulu Perak has expensive rates, but their service doesnâ€™t match up. Very disappointed.",Perak,Hulu Perak,Maxis,Negative,Price,19.71,5.42,66.54,27/2/2024,113,41,0.98
521,The internet speed from TIME in Hulu Perak is disappointing. Constantly lags.,Perak,Hulu Perak,TIME,Negative,Speed,18.95,7.58,47.82,18/1/2024,143,37,0.98
522,The internet speed from TIME in Hulu Perak is disappointing. Constantly lags.,Perak,Hulu Perak,TIME,Negative,Speed,15.98,7.99,55.08,26/3/2024,132,51,0.98
523,I find Unifi in Hulu Perak to be a fair choice for the price. Glad I chose it.,Perak,Hulu Perak,Unifi,Positive,Price,20.19,6.13,53.06,5/2/2024,85,78,0.98
524,Maxis in Hulu Perak barely works during peak hours. Slow speeds are a big problem.,Perak,Hulu Perak,Maxis,Negative,Speed,20.17,5.33,67.38,26/2/2024,210,73,0.97
525,Unifi in Hulu Perak is fairly priced for what they offer. Happy with it so far!,Perak,Hulu Perak,Unifi,Positive,Price,24.68,9.13,68.92,12/3/2024,145,67,0.98
526,"Iâ€™m paying too much for Unifi in Hulu Perak, especially given the quality of service provided.",Perak,Hulu Perak,Unifi,Negative,Price,16.36,9.47,66.09,16/3/2024,140,55,0.82
527,"Maxis in Hulu Perak offers services at a fair price, but I'm looking for better options.",Perak,Hulu Perak,Maxis,Neutral,Price,15.97,8.44,53.73,15/3/2024,83,54,0.72
528,Unifi in Hulu Perak feels like they care more about money than service. The price just keeps going up.,Perak,Hulu Perak,Unifi,Negative,Price,24.59,6.4,70.2,6/2/2024,125,67,0.97
529,"The connection with Astro in Hulu Perak works fine most of the TIME, but there are occasional slowdowns.",Perak,Hulu Perak,Astro,Neutral,Speed,16.02,6.02,62.21,17/1/2024,171,83,0.79
530,"""Astro's customer support is slow; we can't get TIMEly assistance when our internet goes down.""",Perak,Hulu Perak,Astro,Negative,Customer Service,19.72,9.84,46.14,1/1/2024,214,92,0.98
531,"""TIME's technical support is very responsive; they help us resolve issues quicKuala Lumpury.""",Perak,Hulu Perak,TIME,Positive,Customer Service,23.46,10.12,70.99,31/3/2024,108,22,0.98
532,"""Astro's slow response to issues in Hulu Perak affects our ability to serve customers efficiently.""",Perak,Hulu Perak,Astro,Negative,Customer Service,21.92,9.5,53.66,23/2/2024,132,31,0.92
533,"""Astro's customer service in Hulu Perak is difficult to reach; I struggled with connectivity during critical TIMEs.""",Perak,Hulu Perak,Astro,Negative,Customer Service,21.11,10.58,45.1,12/1/2024,87,42,0.98
534,"""Astro's customer service in Hulu Perak is lacking; it takes forever to get help.""",Perak,Hulu Perak,Astro,Negative,Customer Service,16.45,11.55,52.41,2/2/2024,99,45,0.98
535,Maxis WiFi seems a bit slower today in Hulu Perak. Anyone else seeing this or is it just me?,Perak,Hulu Perak,Maxis,Negative,Speed,22.65,11.26,32.68,19/2/2024,111,50,0.79
536,"Fairly priced, TIME in Hulu Selangor offers good service for what Iâ€™m paying.",Selangor,Hulu Selangor,TIME,Positive,Price,22.45,8.31,21.08,4/2/2024,398,93,0.98
537,Not impressed with Maxis in Hulu Selangor. Itâ€™s just too costly for what Iâ€™m getting.,Selangor,Hulu Selangor,Maxis,Negative,Price,23.62,5.52,39.91,2/2/2024,305,137,0.98
538,"Overall, the speeds with Maxis in Hulu Selangor are fair, but I someTIMEs wish for a boost.",Selangor,Hulu Selangor,TIME,Positive,Speed,15.22,11.51,18.92,23/1/2024,300,143,0.66
539,TIME in Hulu Selangor is just too pricey. They keep charging more but the service doesnâ€™t improve.,Selangor,Hulu Selangor,TIME,Negative,Price,17.84,11.88,38.91,5/1/2024,358,147,0.98
540,Astro in Hulu Selangor has delivered on its speed promises. Good connection overall.,Selangor,Hulu Selangor,Astro,Positive,Speed,24.64,11.44,32.85,10/3/2024,437,170,0.98
541,The internet speed from TIME in Hulu Selangor is disappointing. Constantly lags.,Selangor,Hulu Selangor,TIME,Negative,Speed,19.8,6.74,44.05,11/1/2024,59,57,0.98
542,Maxis in Hulu Selangor is fairly priced for what they offer. Happy with it so far!,Selangor,Hulu Selangor,Maxis,Positive,Price,15.5,10.09,26.58,11/3/2024,312,182,0.98
543,Unifi in Hulu Selangor is overcharging for mediocre service. Not impressed.,Selangor,Hulu Selangor,Unifi,Negative,Price,20.16,6.44,22.45,5/3/2024,41,39,0.98
544,I expected better speeds from Astro in Hulu Selangor. Itâ€™s too slow for what I need.,Selangor,Hulu Selangor,Astro,Negative,Speed,21.45,9,21.6,21/3/2024,267,105,0.96
545,"Iâ€™m paying too much for Maxis in Hulu Selangor, especially given the quality of service provided.",Selangor,Hulu Selangor,Maxis,Negative,Price,19.19,11.19,39.83,4/1/2024,289,129,0.9
546,"The pricing for Maxis in Hulu Selangor is okay, not great but not terrible either.",Selangor,Hulu Selangor,Maxis,Neutral,Price,15.14,11.66,19.96,18/3/2024,314,182,0.57
547,The connection speed with Maxis in Hulu Selangor has been solid. Happy with it!,Selangor,Hulu Selangor,Maxis,Positive,Speed,17.35,6.52,32.87,12/2/2024,50,19,0.99
548,"TIME in Hulu Selangor has expensive rates, but their service doesnâ€™t match up. Very disappointed.",Selangor,Hulu Selangor,TIME,Negative,Price,17.16,8.64,35.76,21/2/2024,394,16,0.98
549,"""Unifi's frequent disruptions impact our online sales; we can't afford the downTIME.""",Selangor,Hulu Selangor,TIME,Negative,Coverage,24,7.85,42.26,3/3/2024,402,128,0.96
550,"""Astro's customer support is slow in Hulu Selangor; I feel neglected when I seek assistance.""",Selangor,Hulu Selangor,Astro,Negative,Customer Service,15.97,6.78,19.86,26/3/2024,91,51,0.98
551,"TIME, the signal in Hulu Selangor has been so weak. My WiFi barely works! Can someone assist?",Selangor,Hulu Selangor,TIME,Negative,Coverage,25.29,6.64,16.64,18/3/2024,21,21,0.97
552,"TIME internet down at Hulu Selangor...? Of all times, why now??",Selangor,Hulu Selangor,TIME,Negative,Coverage,17.31,10.64,28.37,10/1/2024,384,41,0.96
553,Anyone else having slight lag with Maxis in Hulu Selangor? Wondering if it's a temporary dip in speeds.,Selangor,Hulu Selangor,Maxis,Neutral,Speed,17.61,10.6,22.92,7/3/2024,81,66,0.64
554,Maxis connection in Hulu Selangor is terrible today! Can't even stream properly. What's going on?,Selangor,Hulu Selangor,Maxis,Negative,Coverage,15.11,7.79,21.04,21/2/2024,391,194,0.98
