posts,location,label,provider,pred_sentiment,pred_sentiment_score,dirty_posts,cleaned_posts,state,city,avg_lat_ms,tests,devices,avg_d_mbps,avg_u_mbps,clusters,cluster_category,date_col
"TIME in {Location} has been a pleasant surprise. The speeds have been consistent, no lag or issues.",Sepang,positive,time,positive,0.9877480268478394,"TIME] in Sepang ha~s; been a plea:sant> sur@prise. The s;peeds have+ been con+sistent, no; lag o*r issues.",TIME in Sepang has been a pleasant surprise The speeds have been consistent no lag or issues,Selangor,Sepang,32.618629173989454,15227,7831,22.477149384885763,10.156448154657294,2,service interruptions,14/3/2024
Astro in {Location} is giving me fantastic speeds today. Streaming and browsing with no interruptions!,Kuala Lumpur,positive,astro,positive,0.9905766248703003,A=stro in Kuala Lumpur i;s giving me@ fan*ta*st$i}c sp{e=eds ]today. Strea$m:ing and {b)rowsi<ng with no i!n)ter&ruptions!,Astro in Kuala Lumpur is giving me fantastic speeds today Streaming and browsing with no interruptions,Kuala Lumpur,Kuala Lumpur,25.610328638497652,96773,45181,25.112724569640065,13.338780907668232,0,good speed / reliable connection,8/3/2024
"Unifi in {Location} is so smooth today. Everything is just loading instantly, very pleased.",Putrajaya,positive,unifi,positive,0.9917568564414978,"Unifi_ in Putrajay#a is so smooth today(. _E}veryt{hing is j?ust> loading# ins#tantly, =very pl+eased.",Unifi  in Putrajaya is so smooth today  Everything is just loading instantly very pleased,Putrajaya,Putrajaya,27.623931623931625,6111,3159,22.934863247863248,10.64131623931624,1,slow speed,6/3/2024
Unifi in {Location} is on point today! I'm really impressed with how smooth everything's been.,Sepang,positive,unifi,positive,0.9907228350639343,Uni#fi in Sepang }is on point= today! I'm r{eally impressed with how< s[mooth every<thing's* been.,Unifi in Sepang is on point today Im really impressed with how smooth everythings been,Selangor,Sepang,32.618629173989454,15227,7831,22.477149384885763,10.156448154657294,0,good speed / reliable connection,10/3/2024
"Astro in {Location} has been super reliable today. Everything's loading fast and smoothly, really happy.",Seremban,positive,astro,positive,0.9920610189437866,"Astro in <Seremban has (be<en super :reliable today."" Everyth]ing's +loading> fa_st $a:nd smoothly, really happy.",Astro in Seremban has been super reliable today Everythings loading fa st and smoothly really happy,Negeri Sembilan,Seremban,31.74219536757301,30906,13235,22.235787512588114,9.447632426988923,0,good speed / reliable connection,8/3/2024
TIME in {Location} has been super consistent today. My connection hasn't dropped once!,Putrajaya,positive,time,positive,0.9415892958641052,TIME in Put$ra=jaya has been ^supe(r? consist$ent today.] ^My conne:ction h~asn't dropped once!,TIME in Putrajaya has been super consistent today My connection hasnt dropped once,Putrajaya,Putrajaya,27.623931623931625,6111,3159,22.934863247863248,10.64131623931624,2,service interruptions,6/3/2024
Astro in {Location} is giving me such fast speeds today. Haven't had this smooth of an experience in a while.,Klang,positive,astro,positive,0.9837853908538818,A+str#o in Klang_ is giving m_e s$uch <fast speeds toda=y. Haven't had thi%s[ smooth !of an experience in a while.,Astro in Klang  is giving m e such fast speeds today Havent had this smooth of an experience in a while,Selangor,Klang,27.705882352941178,34423,14152,21.14195338512764,9.981673696,0,good speed / reliable connection,8/3/2024
Astro in {Location} is really holding up well today. Haven't had a single issue with the speed or stability.,Sepang,positive,astro,positive,0.982566237,Astro in Se~pang is real:ly holding up w!ell t^oday. Haven't had a single ?issue w~ith the @speed or st%abili~ty.;,Astro in Sepang is really holding up well today Havent had a single issue with the speed or stability,Selangor,Sepang,32.618629173989454,15227,7831,22.477149384885763,10.156448154657294,0,good speed / reliable connection,13/3/2024
Maxis in {Location} is super smooth today. Haven't had this good of a connection in a while.,Kuala Lumpur,positive,maxis,positive,0.9895483255386353,Maxis in Kuala Lumpur? is s$upe$r :smooth today. Haven't _had this good of? a connecti@on i#n a while.,Maxis in Kuala Lumpur is super smooth today Havent  had this good of a connection in a while,Kuala Lumpur,Kuala Lumpur,25.610328638497652,96773,45181,25.112724569640065,13.338780907668232,0,good speed / reliable connection,10/3/2024
Unifi in {Location} is fast and stable. Loving how well everything's working today!,Seremban,positive,unifi,positive,0.9921906590461731,Unifi$ in Seremban is fast and stable.| Loving how< we+ll everything's =working <today~!,Unifi in Seremban is fast and stable Loving how well everythings working today,Negeri Sembilan,Seremban,31.74219536757301,30906,13235,22.235787512588114,9.447632426988923,1,slow speed,5/3/2024
TIME in {Location} has been running smoothly all day. Haven't experienced any issues so far!,Klang,positive,time,positive,0.9123148322105408,"TIME in Klang {has be{en running smoothly@ all d#ay.* Have=n't expe_rienced any issues"" #so f}ar!",TIME in Klang has been running smoothly all day Havent expe rienced any issues so far,Selangor,Klang,27.705882352941178,34423,14152,21.14195338512764,9.981673696,0,good speed / reliable connection,6/3/2024
TIME in {Location} is really solid today. Haven't had any issues with the speed or stability.,Kuala Lumpur,positive,time,positive,0.9749886989593506,T=IME~ in Kuala Lumpur is re)a{lly soli?d~ today. Haven't had any i(ssues @with the speed or stabili}ty.,TIME in Kuala Lumpur is really solid today Havent had any issues with the speed or stability,Kuala Lumpur,Kuala Lumpur,25.610328638497652,96773,45181,25.112724569640065,13.338780907668232,0,good speed / reliable connection,5/3/2024
TIME in {Location} is fast and stable. Haven't had this good of a connection in a while.,Sepang,positive,time,positive,0.987173319,TIME %in Sepang is fast and st}able. Haven't had t;h=is g%o;o]d of a connection in a whil%e[.,TIME in Sepang is fast and stable Havent had this good of a connection in a while,Selangor,Sepang,32.618629173989454,15227,7831,22.477149384885763,10.156448154657294,0,good speed / reliable connection,11/3/2024
"Maxis in {Location} is running so well today. Fast speeds, no interruptions, really pleased!",Klang,positive,maxis,positive,0.9871029257774353,"Maxis in Klang is runn$ing so <well to<d+ay. &Fast speeds, no interruptions, really pl(eased!",Maxis in Klang is running so well today Fast speeds no interruptions really pleased,Selangor,Klang,27.705882352941178,34423,14152,21.14195338512764,9.981673696,0,good speed / reliable connection,5/3/2024
Astro in {Location} is giving me excellent speeds today. Streaming and browsing with no interruptions!,Putrajaya,positive,astro,positive,0.9877939224243164,Astro[ in Putrajaya is g%ivin|g ?me excellent speeds today*. S]treaming a:nd browsing with no i*nte@r*ruption)s!,Astro in Putrajaya is giving me excellent speeds today Streaming and browsing with no interruptions,Putrajaya,Putrajaya,27.623931623931625,6111,3159,22.934863247863248,10.64131623931624,0,good speed / reliable connection,9/3/2024
"Unifi in {Location} is running flawlessly today. Fast speeds, no lag, just perfect!",Seremban,positive,unifi,positive,0.9900701642036438,"Unifi in S!e[remba)n is r]unning &flawlessly today. Fast speeds, no lag}, ju<st perfect!",Unifi in Seremban is running flawlessly today Fast speeds no lag just perfect,Negeri Sembilan,Seremban,31.74219536757301,30906,13235,22.235787512588114,9.447632426988923,1,slow speed,11/3/2024
"Astro in {Location} is super reliable today. Everything's loading fast and smoothly, really impressed.",Sepang,positive,astro,positive,0.9917215704917908,"Astro in Sepang is* s""uper reliable# to[day. Ev$eryt&hing'@s~ loading fast an|d; smoot_hl(y, really impressed.",Astro in Sepang is super reliable today Everythings loading fast and smoot hly really impressed,Selangor,Sepang,32.618629173989454,15227,7831,22.477149384885763,10.156448154657294,0,good speed / reliable connection,13/3/2024
"Astro in {Location} has been excellent all day. Everything's loading super fast, no issues whatsoever.",Klang,positive,astro,positive,0.9872122406959534,"Astro in Klang has been e$xcel*lent al|l day. Everything's lo~ading= super ~fast, $no issues whatsoever.",Astro in Klang has been excellent all day Everythings loading super fast no issues whatsoever,Selangor,Klang,27.705882352941178,34423,14152,21.14195338512764,9.981673696,0,good speed / reliable connection,8/3/2024
"Unifi in {Location} is performing perfectly today. Everything's just working as it should, very pleased.",Putrajaya,positive,unifi,positive,0.9914700388908386,"Unifi in P#utrajay+a is performin""g perf<ectly today. Everythin}g's just work:in<g as it should,; ve%ry pleased.",Unifi in Putrajaya is performing perfectly today Everythings just working as it should very pleased,Putrajaya,Putrajaya,27.623931623931625,6111,3159,22.934863247863248,10.64131623931624,1,slow speed,8/3/2024
"Maxis in {Location} is surprisingly fast today. Pages are loading in seconds, I'm really happy with the service.",Kuala Lumpur,positive,maxis,positive,0.9917022585868835,"Maxis in Kuala Lumpur is surprisi*ngly fast toda!y. !Pages ar(e loa~ding in sec]onds, I'm !really happy with the~ servi)ce.",Maxis in Kuala Lumpur is surprisingly fast today Pages are loading in seconds Im really happy with the service,Kuala Lumpur,Kuala Lumpur,25.610328638497652,96773,45181,25.112724569640065,13.338780907668232,0,good speed / reliable connection,13/3/2024
"Unifi in {Location} is running so smoothly today. No interruptions, no buffering, just a great experience!",Klang,positive,unifi,positive,0.9922205805778503,"Uni*fi i&n Klan%g #is ~ru)n(ning ]so smoothly toda>y.> No interrup&tions, no buffering, just &a grea&t experience!",Unifi in Klang is running so smoothly today No interruptions no buffering just a great experience,Selangor,Klang,27.705882352941178,34423,14152,21.14195338512764,9.981673696,1,slow speed,8/3/2024
"Unifi in {Location} is performing flawlessly today. Fast speeds, no buffering, really impressed with the service!",Sepang,positive,unifi,positive,0.990160346,"Unifi in< Se^pang }is )perf{orming flawlessly to}d=ay. *Fa+st s<peed^s, %no buffer^ing, really i_mpressed *with the service!",Unifi in Sepang is performing flawlessly today Fast speeds no buffering really i mpressed with the service,Selangor,Sepang,32.618629173989454,15227,7831,22.477149384885763,10.156448154657294,0,good speed / reliable connection,8/3/2024
Astro in {Location} is giving me excellent speeds today. Haven't experienced a single issue all day!,Sepang,positive,astro,positive,0.9860593676567078,"Astro in Sepang i=s| gi)ving m""e excell#e""nt speeds today. H(ave~n't ex[perienced a sin=gle issue all day!",Astro in Sepang is giving me excellent speeds today Havent experienced a single issue all day,Selangor,Sepang,32.618629173989454,15227,7831,22.477149384885763,10.156448154657294,0,good speed / reliable connection,11/3/2024
"TIME in {Location} is impressively fast today. Everything's loading in seconds, really pleased!",Kuala Lumpur,positive,time,positive,0.9906262159347534,"TI(ME i}n K}ual[a Lu[mpur is impressively f#ast today. Everyth#ing'+s ;loadin<g *in seconds, r?e(ally pl$eased!",TIME in Kuala Lumpur is impressively fast today Everythings loading in seconds really pleased,Kuala Lumpur,Kuala Lumpur,25.610328638497652,96773,45181,25.112724569640065,13.338780907668232,0,good speed / reliable connection,9/3/2024
"Maxis in {Location} is running super well today. Haven't had any issues, just fast and reliable connection.",Seremban,positive,maxis,positive,0.9882557392120361,"Maxis in Seremban is running s<upe]r well toda}y.+ Haven?'t had $any issues|, just fast and reliable connection.",Maxis in Seremban is running super well today Havent had any issues just fast and reliable connection,Negeri Sembilan,Seremban,31.74219536757301,30906,13235,22.235787512588114,9.447632426988923,0,good speed / reliable connection,10/3/2024
"Unifi in {Location} is surprisingly smooth today. No buffering, no slowdowns, just great speeds all day.",Klang,positive,unifi,positive,0.9896401166915894,"U!nifi in Kl[ang i$s &surprisingly s%mooth today#. [No @buff)er[i""ng, no s<lowdo=w?n>s, just great sp=eeds all day>.",Unifi in Klang is surprisingly smooth today No buffering no slowdowns just great speeds all day,Selangor,Klang,27.705882352941178,34423,14152,21.14195338512764,9.981673696,1,slow speed,14/3/2024
"TIME in {Location} is fast and stable today. Haven't experienced any drops in connection, really pleased.",Putrajaya,positive,time,positive,0.9656967520713806,"TIME i""n Putraj[aya is %fast [and sta&ble today. Haven't experienced any drops !in connection, r+eally pleas*ed.",TIME in Putrajaya is fast and stable today Havent experienced any drops in connection really pleased,Putrajaya,Putrajaya,27.623931623931625,6111,3159,22.934863247863248,10.64131623931624,0,good speed / reliable connection,6/3/2024
Is anyone else having issues with Maxis in {Location}? My connection has been so slow since this morning.,Mont Kiara,negative,maxis,negative,0.9417415261268616,Is anyon=e else having i}ssues wit)h Maxi+s in? Mon=t Kiara? My co{nnecti=on h=as] b~een so sl*ow since thi_s morni{ng.,Is anyone else having issues with Maxis in Mont Kiara My connection has been so slow since thi s morning,Negeri Sembilan,Jempol,37.91638795986622,3260,1429,21.242357859531772,8.622418060200669,2,service interruptions,14/3/2024
TM Unifi internet totally down at my place in {Location}. When will this be fixed? Can't get anything done!,Subang Jaya,negative,unifi,negative,0.9776045680046082,T@M Unifi inter=net totally down at my place in Subang Jaya. When will this be+ fixed? Can't !get a{nyth%ing done!,TM Unifi internet totally down at my place in Subang Jaya When will this be fixed Cant get anything done,Sabah,Kota Kinabalu,44.104615384615386,14845,5905,23.29662153846154,13.019806153846153,1,slow speed,13/3/2024
"TIME, why is my internet so unstable in {Location}? It's been on and off all day!",Petaling Jaya,negative,time,negative,0.9686057567596436,"TIME, w;hy is my internet so unsta~ble in Petalin)g %Jaya? It's been on and off a)ll day!]",TIME why is my internet so unstable in Petaling Jaya Its been on and off all day,Sarawak,Kapit,68.42105263157895,619,240,15.448368421052631,6.931105263157895,2,service interruptions,10/3/2024
"Astro, the network at {Location} is super slow. Can't even load a webpage properly. What's going on?",Desa ParkCity,negative,astro,negative,0.9758593440055847,"Astro, th=e ?network at Desa ParkCity is super slow. ;Can't even load a webpage }properly. What='s going on?",Astro the network at Desa ParkCity is super slow Cant even load a webpage properly Whats going on,Trengganu,Besut,44.88721804511278,3626,1559,16.929734335839598,7.675934837092732,2,service interruptions,9/3/2024
"Maxis, my WiFi connection is super unstable here in {Location}. Please help! It's been like this for hours.",Bangsar,negative,maxis,negative,0.963250995,"Maxis, my WiF""i@ #connection is su{per unstable h%er^e {in Bangsar. Please help! It's been like"" this for +hou>rs.",Maxis my WiFi connection is super unstable here in Bangsar Please help Its been like this for hours,Johor,Batu Pahat,39.54774774774775,16965,7459,18.296464864864866,8.743993693693694,2,service interruptions,6/3/2024
TM Unifi is down again in {Location}. Why does this keep happening every week?,SS2,negative,unifi,negative,0.9755638241767883,TM~ Unifi !is down again in SS2. Why do}es( this k!eep ha;ppening^ e~ver|y week?,TM Unifi is down again in SS  Why does this keep happening every week,Perak,Kerian,36.457731958762885,4272,1975,16.94643917525773,7.803564948453608,1,slow speed,10/3/2024
"TIME, what's wrong with the internet in {Location}? It's practically unstable since last night.",Setia Alam,negative,time,negative,0.9718236923217773,"TIME, what's w{rong with the internet in Setia A)lam? It's practicall@y unstabl&e si_n+ce la*st night.",TIME whats wrong with the internet in Setia Alam Its practically unstable si nce last night,Sabah,Kota Belud,46.89221556886228,779,330,22.283011976047902,11.869215568862277,2,service interruptions,8/3/2024
"Astro, the connection in {Location} is horrible today! Can't even join my Zoom meetings without getting disconnected.",Bukit Jalil,negative,astro,negative,0.9815511703491211,"Astro,; the conn#e]ction in Bukit Jali]l {is_ horri?ble t]oday! Can?'t *e)ven join my Zoom; mee:t)ings with;out getting discon#necte""d.",Astro the connection in Bukit Jalil is  horrible today Cant even join my Zoom meetings without getting disconnected,Sabah,Beluran,69.29245283018868,571,201,17.09766037735849,7.247839622641509,2,service interruptions,11/3/2024
"Maxis, anyone having issues with their WiFi in {Location}? My connection has been lagging for hours!",Shah Alam,negative,maxis,negative,0.9421341419219971,"Ma{xis, _anyone having issues with thei:r WiFi @in Shah) Alam|? My connection has bee#n lagging& for hou<rs!",Maxis  anyone having issues with their WiFi in Shah Alam My connection has been lagging for hours,Kelantan,Kota Bharu,42.47592847317744,17343,7699,17.67919944979367,8.408158184,2,service interruptions,6/3/2024
"TM, my Unifi connection is super slow in {Location}. Can you please get someone to check on this?",Puchong,negative,unifi,negative,0.9270976781845093,"TM, my Uni|fi con+nection is sup|er @slow i!n Puchon|g. Can yo&u please get =someone to check _on this?",TM my Unifi connection is super slow in Puchong Can you please get someone to check  on this,Johor,Keluang,37.36666666666667,10394,4460,21.0972963,9.855583333333334,1,slow speed,12/3/2024
"TIME, why is the internet down in {Location}? Been without connection since this morning. Not happy!",Ampang,negative,time,negative,0.9812790155410767,"TIME, wh*y is the internet d:own in Ampang? Bee<n wit;hout connection since t<his morning. Not hap;py!",TIME why is the internet down in Ampang Been without connection since this morning Not happy,Sarawak,Asajaya,104.1875,186,72,31.830624999999998,10.19446875,2,service interruptions,7/3/2024
"Maxis, why is the internet in {Location} crawling? It's impossible to work like this.",Damansara Heights,negative,maxis,negative,0.9713461995124817,"Maxis, +why! is th#e i(nte}rne_t in Dama(nsara He$ights cra=wling? It's im?possible to work like this:.",Maxis why is the interne t in Damansara Heights crawling Its impossible to work like this,Sarawak,Daro,60.65,358,110,22.110274999999998,12.184999999999999,2,service interruptions,10/3/2024
"TM Unifi, internet outage in {Location} again! Third time this week. What's going on?",Cyberjaya,negative,unifi,negative,0.9593639969825745,"TM Unifi, _int<ernet =outage i(n Cyberj;aya a[gai+n!~ Third time this week. <What's going on?",TM Unifi  internet outage in Cyberjaya again Third time this week Whats going on,Sarawak,Bintulu,49.81403509,4652,1775,24.14855087719298,11.424894736842104,1,slow speed,6/3/2024
"TIME, the signal in {Location} has been so weak. My WiFi barely works! Can someone assist?",Kajang,negative,time,negative,0.9724162220954895,"TIME, the si+gnal in Ka""ja%ng has"" been so weak. My WiFi barely =works! Can someone assist?",TIME the signal in Kajang has been so weak My WiFi barely works Can someone assist,Selangor,Hulu Selangor,29.706860706860706,7881,3376,20.127925155925155,8.654715176715175,2,service interruptions,6/3/2024
"Maxis internet went down at my office in {Location}, leaving my 300mbps to 5.5mbps, restarting it literally killed it and have no connection at all. Fix it maxis!!",Mid Valley,negative,maxis,negative,0.9801479578018188,"Maxis ;in;ternet went down at my office !in Mid Va]lley, leaving my 300mbps to 5.5mbps,+ restarting }it liter[ally (kille:d it and [have no connection at all. =Fix it maxis!!",Maxis internet went down at my office in Mid Valley leaving my    mbps to   mbps restarting it literally killed it and have no connection at all Fix it maxis,Kelantan,Jeli,40.87931034482759,875,366,20.358422413793104,6.721517241379311,2,service interruptions,13/3/2024
"TIME internet down at {Location}...? Of all times, why now??",Kajang,negative,time,negative,0.9584125280380249,"TIME %internet* d&own@ at Kajang...? Of all times, why now??",TIME internet down at Kajang Of all times why now,Selangor,Hulu Selangor,29.706860706860706,7881,3376,20.127925155925155,8.654715176715175,2,service interruptions,9/3/2024
Is anyone else experiencing intermittent connection with Maxis in {Location}? Just wondering if it's an area-wide issue.,Bangi,neutral,maxis,neutral,0.6360952854156494,Is anyone el>se experien!ci?ng inter<mi%ttent conne|ct{ion with Maxis in Ba;ngi? Just wonde<ri*ng if& it's+ an area-wide issue.,Is anyone else experiencing intermittent connection with Maxis in Bangi Just wondering if its an areawide issue,Perak,Batang Padang,38.04545454545455,5896,2852,21.194912727272726,9.928650909090909,2,service interruptions,12/3/2024
Noticed that TM Unifi has been a bit slower than usual in {Location}. Could it be due to maintenance work?,Rawang,neutral,unifi,negative,0.5514113903045654,"Noticed that T{M Un(ifi has been a bit slower than usu""al in Ra]wang. Could it b*e du:e *to maintena""nce work?",Noticed that TM Unifi has been a bit slower than usual in Rawang Could it be due to maintenance work,Trengganu,Kemaman,39.61538461538461,5853,2738,20.731224175824178,8.913195604395604,1,slow speed,11/3/2024
"Anyone having slower internet speeds with Astro in {Location}? Not a big issue, but it's noticeable.",Bukit Jalil,neutral,astro,negative,0.5765278935432434,"Anyone $havi_ng slo]wer internet spee^ds _with Astro# i>n Bukit Jalil?+ Not a bi#g issue, but i&t's notic=eabl+e.",Anyone havi ng slower internet speeds  with Astro in Bukit Jalil Not a big issue but its noticeable,Sabah,Beluran,69.29245283018868,571,201,17.09766037735849,7.247839622641509,2,service interruptions,11/3/2024
Maxis WiFi seems a bit slower today in {Location}. Anyone else seeing this or is it just me?,KL Sentral,neutral,maxis,negative,0.8403982520103455,Maxis WiFi@ seems *a bit slowe)r today in KL Sentral. $Anyone e!lse seeing% this or$ >is it ju%st m!e?=,Maxis WiFi seems a bit slower today in KL Sentral Anyone else seeing this or is it just me,Perak,Hulu Perak,56.995850622406635,2098,888,19.873746887966806,8.418900415,2,service interruptions,11/3/2024
Is TIME internet a bit slow today in {Location} or is it just my connection acting up?,Ipoh,neutral,time,negative,0.9101765751838684,Is TIM*E inter[net $a ;bit slow today in Ipoh or is it just my connec^tion a[ct[ing up?$,Is TIME internet a bit slow today in Ipoh or is it just my connection acting up,Perak,Hilir Perak,35.41609195402299,5808,2143,20.41484827586207,8.209087356,2,service interruptions,12/3/2024
Does anyone know if there's any planned maintenance for Astro in {Location}? Connection seems a bit off.,OUG,neutral,astro,negative,0.5548645853996277,Does anyone kn_ow if |there's any pl|anned ma~i)ntenanc*e for Astro in OUG? Conne:ction seems| a bit off.,Does anyone kn ow if theres any planned maintenance for Astro in OUG Connection seems a bit off,Sarawak,Julau,44,17,12,17.694499999999998,5.94775,2,service interruptions,8/3/2024
Maxis WiFi feels a bit unstable in {Location}. Is anyone else noticing this?,Alor Setar,neutral,maxis,negative,0.8866679072380066,Maxi!s WiFi fe+els$ a bi}t =unstable in Al{or Seta{r. {Is anyo(ne else not=icing this?,Maxis WiFi feels a bit unstable in Alor Setar Is anyone else noticing this,Melaka,Alor Gajah,36.226643598615915,7653,3278,19.580200692041522,9.412140138408304,2,service interruptions,13/3/2024
TM Unifi connection in {Location} has been slightly slower than usual for the past few days. Any updates?,Subang Jaya,neutral,unifi,negative,0.8737789392471313,TM Un)ifi connec_tion i%n Sub]ang: J$aya has been slight]ly sl!ower than usual for the past few days. Any updates?,TM Unifi connec tion in Subang Jaya has been slightly slower than usual for the past few days Any updates,Sabah,Kota Kinabalu,44.104615384615386,14845,5905,23.29662153846154,13.019806153846153,1,slow speed,14/3/2024
Is the TIME network in {Location} being worked on? Noticing some small issues with speed since 9am,Rawang,neutral,time,neutral,0.5022944211959839,Is the TIME _netw(ork in Ra$wang being work<ed on? Noticing some small issues with sp&ee_d since 9@a<m,Is the TIME  network in Rawang being worked on Noticing some small issues with spee d since  am,Trengganu,Kemaman,39.61538461538461,5853,2738,20.731224175824178,8.913195604395604,2,service interruptions,13/3/2024
Has Astro been slower than usual in {Location} today? Not sure if it's an outage or just a dip in speed.,Sungai Petani,neutral,astro,negative,0.7307143211364746,Has Astro bee(n sl{ower th]an us[ua~l i[n Sungai( Petani tod]ay? )Not sure if it's |an outag+e or just a dip +in s:peed.,Has Astro been slower than usual in Sungai Petani today Not sure if its an outage or just a dip in speed,Kedah,Kota Setar,34.625,13215,5922,16.8734707,10.0094043,2,service interruptions,7/3/2024
Anyone else experiencing slower speeds on Maxis in {Location}? Could it be a temporary issue?,Bandar Utama,neutral,maxis,neutral,0.5867733955383301,"An(yone else experiencing% slower $speeds ""on Maxis in Bandar% Utama? Could it be~ :a te(mpor""ary is]sue?",Anyone else experiencing slower speeds on Maxis in Bandar Utama Could it be a temporary issue,Pulau Pinang,Barat Daya,32.51269035532995,11453,4669,19.238512690355332,10.603116751269035,2,service interruptions,13/3/2024
Just checking if Astro users in {Location} are facing slower internet speeds? Mine's a bit laggy but not down.,Shah Alam,neutral,astro,neutral,0.9205170273780823,"Just checking if &Astro users =in Shah Alam are facing slo""wer i?nternet speeds? Min)e's a ~bit laggy but? no=t down.",Just checking if Astro users in Shah Alam are facing slower internet speeds Mines a bit laggy but not down,Kelantan,Kota Bharu,42.47592847317744,17343,7699,17.67919944979367,8.408158184,2,service interruptions,8/3/2024
Is anyone having slight connection issues with Maxis in {Location}? I'm hoping it's just a temporary thing.,Subang Jaya,neutral,maxis,neutral,0.6139943599700928,Is anyone ha<ving sligh[t connec)tion issues: with Maxis in Subang Jaya? +I'm= hoping it's just a tempo[rary thing.,Is anyone having slight connection issues with Maxis in Subang Jaya Im hoping its just a temporary thing,Sabah,Kota Kinabalu,44.104615384615386,14845,5905,23.29662153846154,13.019806153846153,2,service interruptions,14/3/2024
Astro internet down at {Location}?? It's already been 2 days…,SS3,negative,astro,negative,0.9466668367385864,Astr]o int*ernet down +at& {L*o%ca&tio+n}?? It's already been 2 da&ys…,Astro internet down at Location Its already been   days,Sabah,Kinabatangan,63.63157894736842,440,179,20.41728947368421,9.511482456140351,2,service interruptions,10/3/2024
"Astro, pleaseee, my internet has been down in {Location} for 3 days alreadyy, get it fixeddd.",SS1,negative,astro,negative,0.9352179765701294,"Astro, pleasee~e, my i+nternet has) been down in %{Locati}on} for *3 days alread^yy, get it fixeddd+.",Astro pleaseee my internet has been down in Location for   days alreadyy get it fixeddd,Sabah,Keningau,46.666666666666664,2033,890,19.27162447257384,8.679578059,2,service interruptions,11/3/2024
"TM Unifi in {Location} is working, but the speed feels a bit off. Not sure if it's just me.",George Town,neutral,unifi,negative,0.7012147903442383,"TM U^nifi| in G^eorg#e Town is wo&rking, but< the speed[ feels a bit~ @off. Not su<re if it'>s just me.",TM Unifi in George Town is working but the speed feels a bit off Not sure if its just me,Selangor,Gombak,28.286206896551725,24898,10651,22.91330172413793,10.65616551724138,1,slow speed,14/3/2024
TIME connection in {Location} is slower than usual today. Could be maintenance?,Kangar,neutral,time,negative,0.9408600926399231,TIME conne:ction in Kan{gar is slower !than usual today%.* (C*ould (be maintenance?,TIME connection in Kangar is slower than usual today Could be maintenance,Trengganu,Hulu Terengganu,54.48669201520912,1407,667,18.73425475285171,7.359460076045627,2,service interruptions,14/3/2024
Astro speeds in {Location} aren't as fast as normal. Anyone else experiencing this?,Petaling Jaya,neutral,astro,negative,0.8299882411956787,Astro s{peeds {in Petaling J<a@ya ar@e?n't as fast as @nor)m#al. Anyone e~l+se experiencing th_is?,Astro speeds in Petaling Jaya arent as fast as normal Anyone else experiencing th is,Sarawak,Kapit,68.42105263157895,619,240,15.448368421052631,6.931105263157895,0,good speed / reliable connection,6/3/2024
"Maxis WiFi seems to be lagging slightly in {Location}. Not a big issue, but noticeable.",Bukit Bintang,neutral,maxis,negative,0.9218031764030457,"Max[is WiF[i @seem{s to be lagging slightly! in Buki_t |Bintang. Not a b^ig: issu_e,) but noticeabl{e.",Maxis WiFi seems to be lagging slightly in Buki t Bintang Not a big issu e but noticeable,Sarawak,Belaga,86.35,121,45,29.87525,9.3026,2,service interruptions,14/3/2024
Astro connection in {Location} seems slightly off today. Wonder if it's a network issue?,Nilai,neutral,astro,negative,0.84313488,Astro connection in| Nilai: !seems slightly off today^. Wonder !if it'}s@ a ne:twork ~is{sue?#,Astro connection in Nilai seems slightly off today Wonder if its a network issue,Johor,Johor Baharu,34.40157480314961,71686,31791,21.955377952755907,11.419079455977094,2,service interruptions,11/3/2024
Is anyone experiencing slower speeds with Maxis in {Location}? It's noticeable but still usable.,Shah Alam,neutral,maxis,neutral,0.8472460508346558,Is any*one experienc[in^g slower speeds with Maxis in Shah Al%am? It's noticeable but still usable.,Is anyone experiencing slower speeds with Maxis in Shah Alam Its noticeable but still usable,Kelantan,Kota Bharu,42.47592847317744,17343,7699,17.67919944979367,8.408158184,2,service interruptions,6/3/2024
TM Unifi in {Location} is a bit slower than normal today. Wonder if there's maintenance going on.,Butterworth,neutral,unifi,negative,0.8839051127433777,T[M( Unifi _in Butterworth is a bit slower th^an normal today. Wonder if there's mainte@nance go~ing o;n.,TM Unifi  in Butterworth is a bit slower than normal today Wonder if theres maintenance going on,Pahang,Bera,39.743362831858406,2177,888,21.710256637168143,9.957756637168142,1,slow speed,13/3/2024
TIME connection in {Location} seems slower than usual. Not sure if it's an outage or just my connection.,Rawang,neutral,time,negative,0.9346904158592224,"TIME+ conne@ction i_n Ra(wang s<eems! slower than u@sual$. Not s@ur""e if it's an outage or j@ust my co^nnection.",TIME connection i n Rawang seems slower than usual Not sure if its an outage or just my connection,Trengganu,Kemaman,39.61538461538461,5853,2738,20.731224175824178,8.913195604395604,2,service interruptions,6/3/2024
Maxis connection in {Location} is fluctuating a bit today. Anyone else?,Cyberjaya,neutral,maxis,neutral,0.5032424926757812,Maxis connecti*on; in Cyberj:aya i<s fluctuating a b{it today. Anyone >e<lse?,Maxis connection in Cyberjaya is fluctuating a bit today Anyone else,Sarawak,Bintulu,49.81403509,4652,1775,24.14855087719298,11.424894736842104,2,service interruptions,12/3/2024
